year,sport,gender,,recognition_type,athlete name,school,selector,class,position,story
2026,swimming,girls,,second_team_all_state,Keira Devlin,Ursuline,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Kendyl Freeman,Ursuline,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Sky Brennecke,Charter of Wilmington,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Jayleigh Akers,Caesar Rodney,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Mia Potter,Saint Mark's,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Gretchen Maughan,Sussex Academy,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Makayla Burslem,Mount Pleasant,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Nicolette Procope,Saint Mark's,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,second_team_all_state,Evelyn Bilek,Wilmington Friends,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Macyn Hockman,Indian River,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Olivia Edge,Mt. Sophia Academy,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Aubrey Ashman,Wilmington Friends,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Cassandra Alden,Caravel,Coaches association,8th,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Khiya Daniel,Charter of Wilmington,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Jennifer Mersic,Archmere,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Elsa Lutcher,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Madison King,Newark Charter,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Morgan George,Newark Charter,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Lillian Sweitzer,Sanford,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Victoria Evans,Sussex Academy,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Gabby Filloe,Charter of Wilmington,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Isla Touw,Cape Henlopen,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Emman Bonis,Newark Charter,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,swimming,girls,,honorable_mention_all_state,Danielle Diclemente,Padua,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/17/delaware-2026-all-state-swim-teams-led-by-payton-garnsey-annika-jorgensen/89081589007/
2026,Indoor Track and Field,boys,,athlete_of_the_year,Jordan Welch,Sussex Tech,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Alijah Baker,Dover,State meet event winners,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Suhayl Benson,Howard,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Will DiPaolo,Cape Henlopen,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Logan Elmore,Middletown,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Jayden Feaster,Middletown,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Kevin Howard,Middletown,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Amir Jones-Branch,Middletown,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Gavin Leffler,Tatnall,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Andrew Linzmeier,Middletown,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Hanif Miller,Middletown,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Zamir Miller,Middletown,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Ryan Moody,Sussex Academy,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Riley Robinson,Middletown,State meet event winners,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Spencer Rodrique,Dover,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Roan Samuels,Salesianum,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Elijah Tackett,Dover,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Jamar Taylor,Salesianum,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Kai Thornton,Sussex Central,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Jordan Welch,Sussex Tech,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Brandon Williams,Charter of Wilmington,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Ethan Williams,St. Andrew's,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,boys,,all_state,Xzavier Yarborough,Dover,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-boys-indoor-track-and-field-mvp-goes-to-sussex-tech-jumper/89055588007/
2026,Indoor Track and Field,girls,,athlete_of_the_year,Aaliyah Turpin,Smyrna,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Kindred Ballard,Archmere,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Paige Ballinger,Padua,State meet event winners,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Addison Barker,Odessa,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Anna Bockius,Padua,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Elisabeth Brooks,Charter of Wilmington,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Audrey Burris,Padua,State meet event winners,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Leah Campbell,Padua,State meet event winners,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Vera Cincilla,Padua,State meet event winners,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Jayda Clarke,Middletown,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Micahlena Cotton,Smyrna,State meet event winners,so.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Kiara Davis,Saint Mark's,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Teresina DeAscanis,Padua,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Mary Drost,Padua,State meet event winners,sr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Audrey Howard,Odessa,State meet event winners,fr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
2026,Indoor Track and Field,girls,,all_state,Shea Lowman,Padua,State meet event winners,jr.,,https://www.delawareonline.com/story/sports/high-school/2026/03/20/delaware-girls-indoor-track-and-field-all-state-team-led-by-smyrna-senior/89066881007/
